"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15","Should throw BadCredentialsException when authentication fails","","Mon Jul 28 10:22:50 GMT 2025","passed","Mon Jul 28 10:22:50 GMT 2025","","com.talentradar.user_service.service.AuthenticationServiceTest","com.talentradar.user_service.service.AuthenticationServiceTest","login_WithInvalidCredentials_ThrowsBadCredentialsException"
"","26","Should get all users with default pagination","","Mon Jul 28 10:22:55 GMT 2025","passed","Mon Jul 28 10:22:55 GMT 2025","","com.talentradar.user_service.controller.UserControllerTest","com.talentradar.user_service.controller.UserControllerTest","getAll_WithDefaultPagination_ReturnsUsers"
"","153","Should successfully invite user with valid data","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:56 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","inviteUser_WithValidData_ReturnsCreated"
"","21","Should return bad request for invalid login credentials","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:56 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","login_WithInvalidCredentials_ReturnsBadRequest"
"","12","Should filter sessions by date only","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:56 GMT 2025","","com.talentradar.user_service.controller.SessionControllerTest","com.talentradar.user_service.controller.SessionControllerTest","filterSession_WithDateOnly_ReturnsFilteredSessions"
"","12","Should handle service exception gracefully","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:56 GMT 2025","","com.talentradar.user_service.controller.SessionControllerTest","com.talentradar.user_service.controller.SessionControllerTest","viewActiveSession_WhenServiceThrowsException_ReturnsError"
"","5","Should throw RuntimeException when invite link is invalid","","Mon Jul 28 10:22:50 GMT 2025","passed","Mon Jul 28 10:22:50 GMT 2025","","com.talentradar.user_service.service.SmtpEmailServiceTest","com.talentradar.user_service.service.SmtpEmailServiceTest","sendRegistrationInvite_WithInvalidInviteLink_ThrowsRuntimeException"
"","22","Should return error for invalid registration token","","Mon Jul 28 10:22:56 GMT 2025","passed","Mon Jul 28 10:22:56 GMT 2025","","com.talentradar.user_service.controller.AuthControllerTest","com.talentradar.user_service.controller.AuthControllerTest","validateRegistrationToken_WithInvalidToken_ReturnsError"
"","10","testGetActiveSessions_returnsMappedDtos()","","Mon Jul 28 10:22:57 GMT 2025","passed","Mon Jul 28 10:22:57 GMT 2025","","com.talentradar.user_service.SessionServiceRevokeTests","com.talentradar.user_service.SessionServiceRevokeTests","testGetActiveSessions_returnsMappedDtos"
"","2","testRevokeSessionById_whenSessionExists_shouldInvalidateAndDelete()","","Mon Jul 28 10:22:57 GMT 2025","passed","Mon Jul 28 10:22:57 GMT 2025","","com.talentradar.user_service.SessionServiceRevokeTests","com.talentradar.user_service.SessionServiceRevokeTests","testRevokeSessionById_whenSessionExists_shouldInvalidateAndDelete"
